Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,User_Score_100,Has_Critic_Score,Has_User_Score,Platform_Launch_Year,Generation,Franchise,Is_Sequel,Years_After_Launch,Life_Cycle,Calculated_Global_Sales
The Wolf Among Us,PSV,2014,Adventure,Telltale Games,0.03,0.0,0.0,0.01,0.04,,,8.4,29.0,Telltale Games,M,84.0,0,1,2011,8.0,The Wolf Among Us,0,3,Growth,0.04
Smash Court Tennis 3,PSP,2007,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04,68.0,30.0,6.3,4.0,"Namco Bandai Games America, Namco Bandai Games",E,63.0,1,1,2004,7.0,Smash Court Tennis,1,3,Growth,0.04
Kanuchi: Shiroki Tsubasa no Shou,PS2,2008,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2000,6.0,Kanuchi,0,8,Mature,0.04
SX Superstar,XB,2003,Racing,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.04,53.0,17.0,,,Acclaim,T,,1,0,2001,6.0,SX Superstar,0,2,Launch,0.04
Katekyoo Hitman Reborn! Battle Arena,PSP,2008,Fighting,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,7.0,Katekyoo Hitman Reborn! Battle Arena,0,4,Growth,0.04
LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,43.0,4.0,8.3,4.0,Hellbent Games,E,83.0,1,1,2011,8.0,LEGO Friends,0,2,Launch,0.04
Saint Seiya: The Hades,PS2,2006,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2000,6.0,Saint Seiya,0,6,Mature,0.04
Saki Portable,PSP,2010,Adventure,Alchemist,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,7.0,Saki Portable,0,6,Mature,0.04
Naruto Shippuuden: Shinobi Retsuden III,DS,2009,Action,Takara Tomy,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Naruto Shippuuden,1,5,Growth,0.04
Guild Wars Trilogy,PC,2005,Role-Playing,NCSoft,0.0,0.03,0.0,0.01,0.04,,,8.8,8.0,ArenaNet,T,88.0,0,1,1981,0.0,Guild Wars Trilogy,0,24,Late,0.04
SPRay,Wii,2008,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.04,42.0,16.0,4.5,6.0,EKO Software,E10+,45.0,1,1,2006,7.0,SPRay,0,2,Launch,0.04
Outlaw Tennis,XB,2005,Sports,Global Star,0.03,0.01,0.0,0.0,0.04,66.0,45.0,7.7,6.0,Hypnotix,M,77.0,1,1,2001,6.0,Outlaw Tennis,0,4,Growth,0.04
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3,2013,Simulation,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2006,7.0,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,0,7,Mature,0.04
Saint Seiya: Soldiers' Soul,PS3,2015,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,6.3,4.0,Dimps Corporation,T,63.0,0,1,2006,7.0,Saint Seiya,0,9,Late,0.04
Nike+ Kinect Training,X360,2012,Sports,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2005,7.0,Nike+ Kinect Training,0,7,Mature,0.03
No Rules: Get Phat,GBA,2001,Action,TDK Mediactive,0.03,0.01,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2001,6.0,No Rules,0,0,Launch,0.04
Star Ocean 5: Integrity and Faithlessness,PS3,2016,Role-Playing,Square Enix,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2006,7.0,Star Ocean,0,10,Late,0.04
Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.03,0.01,0.0,0.0,0.04,81.0,6.0,8.9,26.0,Starbreeze,T,89.0,1,1,2013,8.0,Brothers,0,2,Launch,0.04
NHL Legacy,PS3,2015,Action,Electronic Arts,0.03,0.0,0.0,0.01,0.04,,,,,Unknown,Unknown,,0,0,2006,7.0,NHL Legacy,0,9,Late,0.04
Battle Rage,Wii,2008,Shooter,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2006,7.0,Battle Rage,0,2,Launch,0.04
Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,38.0,8.0,1.7,10.0,Panic Button,T,17.0,1,1,2005,7.0,Attack of the Movies 3D,0,5,Growth,0.04
Igor: The Game,DS,2008,Adventure,Legacy Interactive,0.04,0.0,0.0,0.0,0.04,43.0,4.0,,,Artefacts Studio,E,,1,0,2004,0.0,Igor,0,4,Growth,0.04
Zombi Daisuki,DS,2011,Action,ChunSoft,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Zombi Daisuki,0,7,Mature,0.04
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,2014,Action,FuRyu,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2011,8.0,Doraemon,0,3,Growth,0.04
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",DS,2006,Adventure,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",0,2,Launch,0.04
Sea Monsters: A Prehistoric Adventure,Wii,2007,Adventure,Zushi Games,0.04,0.0,0.0,0.0,0.04,,,,,Atomic Planet Entertainment,E10+,,0,0,2006,7.0,Sea Monsters,0,1,Launch,0.04
Get Up and Dance,PS3,2011,Misc,O-Games,0.03,0.0,0.0,0.0,0.04,,,,,Crave,T,,0,0,2006,7.0,Get Up and Dance,0,5,Growth,0.03
Secret Files: Tunguska,PC,2006,Adventure,DreamCatcher Interactive,0.0,0.04,0.0,0.0,0.04,66.0,26.0,7.4,38.0,Fusionsphere Systems,T,74.0,1,1,1981,0.0,Secret Files,0,25,Late,0.04
The Monkey King: The Legend Begins,Wii,2007,Shooter,Starfish,0.04,0.0,0.0,0.0,0.04,,,,,Opera House,E,,0,0,2006,7.0,The Monkey King,0,1,Launch,0.04
The Invincible Iron Man,GBA,2002,Action,Activision,0.03,0.01,0.0,0.0,0.04,68.0,9.0,,,Torus Games,E,,1,0,2001,6.0,The Invincible Iron Man,0,1,Launch,0.04
NASCAR 07,XB,2006,Racing,Electronic Arts,0.03,0.01,0.0,0.0,0.04,72.0,26.0,7.0,4.0,EA Tiburon,E,70.0,1,1,2001,6.0,NASCAR,0,5,Growth,0.04
Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0.0,0.0,0.04,74.0,7.0,8.3,13.0,Konami,E,83.0,1,1,1994,5.0,Dance Dance Revolution Disney Mix,0,6,Mature,0.04
Casual Mania!,DS,2010,Puzzle,Foreign Media Games,0.04,0.0,0.0,0.0,0.04,,,,,Foreign Media,E,,0,0,2004,0.0,Casual Mania!,0,6,Mature,0.04
Maken Shao: Demon Sword,PS2,2001,Action,Midas Interactive Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2000,6.0,Maken Shao,0,1,Launch,0.04
Scaler,XB,2004,Platform,Global Star,0.03,0.01,0.0,0.0,0.04,69.0,25.0,,,Artificial Mind and Movement,E,,1,0,2001,6.0,Scaler,0,3,Growth,0.04
Super Robot Taisen OG Infinite Battle,PS3,2013,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2006,7.0,Super Robot Taisen OG Infinite Battle,0,7,Mature,0.04
BeatMania IIDX 16: Empress + Premium Best,PS2,2009,Simulation,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2000,6.0,BeatMania IIDX,0,9,Late,0.04
Emergency Room: Real Life Rescues,DS,2009,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04,,,,,Legacy Interactive,T,,0,0,2004,0.0,Emergency Room,0,5,Growth,0.04
FIFA Soccer 2003 (weekly jp sales),PS2,2002,Sports,Electronic Arts,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2000,6.0,FIFA Soccer 2003 (weekly jp sales),0,2,Launch,0.04
High Heat Baseball 2002,PS,2001,Sports,3DO,0.02,0.02,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,1994,5.0,High Heat Baseball,0,7,Mature,0.04
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0.0,0.02,0.0,0.04,70.0,33.0,6.9,28.0,"Examu, Marvelous Inc.",T,69.0,1,1,2013,8.0,Nitroplus Blasterz,0,2,Launch,0.03
Puyo Pop Fever,PSP,2004,Puzzle,Ignition Entertainment,0.0,0.0,0.04,0.0,0.04,68.0,9.0,,,Sonic Team,Unknown,,1,0,2004,7.0,Puyo Pop Fever,0,0,Launch,0.04
Thrillville: Off the Rails,DS,2007,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.04,59.0,6.0,6.2,5.0,DC Studios,E,62.0,1,1,2004,0.0,Thrillville,0,3,Growth,0.04
Hana to Ikimo no Rittai Zukan,3DS,2011,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2011,8.0,Hana to Ikimo no Rittai Zukan,0,0,Launch,0.04
Bloody Roar Extreme,XB,2003,Fighting,Hudson Soft,0.03,0.01,0.0,0.0,0.04,61.0,22.0,8.6,9.0,Eighting/Raizing,T,86.0,1,1,2001,6.0,Bloody Roar Extreme,0,2,Launch,0.04
Split/Second,PC,2010,Racing,Disney Interactive Studios,0.0,0.04,0.0,0.01,0.04,79.0,18.0,8.2,116.0,Black Rock Studio,E10+,82.0,1,1,1981,0.0,Split/Second,0,29,Late,0.05
Tennis Masters Series 2003,XB,2002,Sports,Microids,0.03,0.01,0.0,0.0,0.04,67.0,10.0,,,Microids,E,,1,0,2001,6.0,Tennis Masters Series,0,1,Launch,0.04
Resident Evil 6,PC,2012,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04,69.0,18.0,5.9,868.0,"Capcom, QLOC",M,59.0,1,1,1981,0.0,Resident Evil,1,31,Late,0.04
Amagami,PSV,2014,Adventure,Kadokawa Games,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2011,8.0,Amagami,0,3,Growth,0.04
Dead Head Fred,PSP,2007,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,75.0,30.0,7.3,23.0,Vicious Cycle,M,73.0,1,1,2004,7.0,Dead Head Fred,0,3,Growth,0.04
MLB SlugFest 20-04,GC,2003,Sports,Midway Games,0.03,0.01,0.0,0.0,0.04,76.0,14.0,,,Midway,E,,1,0,2001,6.0,MLB SlugFest 20-04,0,2,Launch,0.04
Pocket Pool,PSP,2007,Action,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.04,37.0,19.0,,,Conspiracy Entertainment,M,,1,0,2004,7.0,Pocket Pool,0,3,Growth,0.04
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,2005,Misc,Sega,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Jissen Pachislot Hisshouhou! Hokuto no Ken DS,0,1,Launch,0.04
Lise no Atelier: Ordre no Renkinjutsushi,DS,2007,Role-Playing,Gust,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Lise no Atelier,0,3,Growth,0.04
Myth Makers: Trixie in Toyland,Wii,2008,Platform,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04,,,0.2,5.0,Data Design Interactive,E,2.0,0,1,2006,7.0,Myth Makers,0,2,Launch,0.04
Arcana Heart 3,PSV,2014,Fighting,Arc System Works,0.02,0.0,0.02,0.01,0.04,,,,,Unknown,Unknown,,0,0,2011,8.0,Arcana Heart,1,3,Growth,0.05
Torino 2006,XB,2006,Sports,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2001,6.0,Torino,0,5,Growth,0.04
Amnesia,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,7.0,Amnesia,0,7,Mature,0.04
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Tabi no Yubisashi Kaiwachou DS,0,2,Launch,0.04
Metal Slug 4 & 5,XB,2005,Shooter,SNK Playmore,0.03,0.01,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2001,6.0,Metal Slug 4 &,1,4,Growth,0.04
Great Battle Full Blast,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,7.0,Great Battle Full Blast,0,8,Mature,0.04
Ride to Hell,PS3,2013,Racing,Deep Silver,0.02,0.01,0.0,0.01,0.04,13.0,4.0,1.0,218.0,"Eutechnyx, Deep Silver",M,10.0,1,1,2006,7.0,Ride to Hell,0,7,Mature,0.04
Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.04,70.0,18.0,5.9,163.0,EA Games,E10+,59.0,1,1,1981,0.0,Need for Speed,0,26,Late,0.05
Digimon Rumble Arena 2,GC,2004,Fighting,Atari,0.03,0.01,0.0,0.0,0.04,71.0,5.0,8.1,7.0,Black Ship Games,T,81.0,1,1,2001,6.0,Digimon Rumble Arena,1,3,Growth,0.04
NCIS,PC,2011,Adventure,Ubisoft,0.01,0.02,0.0,0.01,0.04,,,,,Ubisoft,T,,0,0,1981,0.0,NCIS,0,30,Late,0.04
Doki Doki! PreCure Narikiri Life!,3DS,2013,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2011,8.0,Doki Doki! PreCure Narikiri Life!,0,2,Launch,0.04
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,0.03,0.0,0.0,0.0,0.04,46.0,4.0,5.8,10.0,Ubisoft Osaka,E,58.0,1,1,2011,8.0,Gravity Falls,0,4,Growth,0.03
Rodea the Sky Soldier,3DS,2015,Action,Nippon Ichi Software,0.03,0.0,0.0,0.0,0.04,45.0,7.0,5.6,37.0,"Prope, Kadokawa",E10+,56.0,1,1,2011,8.0,Rodea the Sky Soldier,0,4,Growth,0.03
Major League Baseball 2K12,PC,2012,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,,,5.7,15.0,Visual Concepts,E,57.0,0,1,1981,0.0,Major League Baseball 2K12,0,31,Late,0.04
Watashi no Relaxuma,DS,2007,Simulation,Rocket Company,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Watashi no Relaxuma,0,3,Growth,0.04
Phantom Kingdom Portable,PSP,2011,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,7.0,Phantom Kingdom Portable,0,7,Mature,0.04
Pac-Man World Rally,PSP,2006,Racing,Namco Bandai Games,0.04,0.0,0.0,0.0,0.04,51.0,9.0,,,Smart Bomb Interactive,E,,1,0,2004,7.0,Pac-Man World Rally,0,2,Launch,0.04
Way of the Samurai 2 Portable,PSP,2009,Action,Spike,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,7.0,Way of the Samurai 2 Portable,0,5,Growth,0.04
Challenge Me: Maths Workout,DS,2009,Puzzle,Oxygen Interactive,0.04,0.0,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Challenge Me,0,5,Growth,0.04
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,2008,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Code Geass,0,4,Growth,0.04
Hellboy: The Science of Evil,PSP,2008,Action,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,42.0,14.0,7.1,13.0,Krome Studios,T,71.0,1,1,2004,7.0,Hellboy,0,4,Growth,0.04
Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Puzzle,Avanquest,0.04,0.0,0.0,0.0,0.04,56.0,4.0,,,Paprikari,E,,1,0,2006,7.0,Mortimer Beckett and the Secrets of Spooky Manor,0,2,Launch,0.04
Little Busters! Converted Edition,PSP,2010,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,7.0,Little Busters! Converted,0,6,Mature,0.04
Unison: Rebels of Rhythm & Dance,PS2,2000,Misc,Tecmo Koei,0.02,0.02,0.0,0.01,0.04,,,,,Unknown,Unknown,,0,0,2000,6.0,Unison,0,0,Launch,0.05
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2000,6.0,Tennis no Oji-Sama,0,7,Mature,0.04
WTF: Work Time Fun,PSP,2005,Puzzle,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,7.0,WTF,0,1,Launch,0.04
The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,92.0,6.0,8.2,77.0,Maxis,T,82.0,1,1,1981,0.0,The Sims,0,21,Late,0.04
Fashion Week Jr. Designer,DS,2009,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04,,,,,505 Games,E,,0,0,2004,0.0,Fashion Week Jr. Designer,0,5,Growth,0.04
Dark Half,SNES,1996,Role-Playing,Enix Corporation,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,1990,4.0,Dark Half,0,6,Mature,0.04
Horses 3D,3DS,2012,Misc,Ubisoft,0.04,0.0,0.0,0.0,0.04,,,6.3,4.0,Neko Entertainment,E,63.0,0,1,2011,8.0,Horses 3D,0,1,Launch,0.04
LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,0.02,0.02,0.0,0.0,0.04,78.0,14.0,7.7,35.0,Traveller's Tales,E10+,77.0,1,1,1981,0.0,LEGO Indiana Jones,0,27,Late,0.04
Bullet Girls 2,PSV,2016,Action,D3Publisher,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2011,8.0,Bullet Girls,1,5,Growth,0.04
The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,76.0,23.0,7.7,40.0,Maxis,T,77.0,1,1,1981,0.0,The Sims,0,25,Late,0.04
Deadliest Warrior: Ancient Combat,X360,2012,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,37.0,5.0,6.3,4.0,"Pipeworks Software, Inc.",M,63.0,1,1,2005,7.0,Deadliest Warrior,0,7,Mature,0.04
Zoo Quest: Puzzle Fun!,DS,2008,Puzzle,JoWood Productions,0.04,0.0,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Zoo Quest,0,4,Growth,0.04
Civilization Beyond Earth: Rising Tide,PC,2015,Strategy,Take-Two Interactive,0.0,0.04,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,1981,0.0,Civilization Beyond Earth,0,34,Late,0.04
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,2008,Simulation,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,0,4,Growth,0.04
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PSV,2016,Misc,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2011,8.0,Nobunaga's Ambition,0,5,Growth,0.04
Shukufuku no Campanella Portable,PSP,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,7.0,Shukufuku no Campanella Portable,0,6,Mature,0.04
The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.04,0.0,0.0,0.0,0.04,70.0,10.0,8.6,7.0,Snap Dragon Games,E10+,86.0,1,1,2006,7.0,The Kore Gang,0,4,Growth,0.04
National Geographic Challenge!,PS3,2011,Misc,Black Bean Games,0.01,0.03,0.0,0.01,0.04,,,,,Unknown,Unknown,,0,0,2006,7.0,National Geographic Challenge!,0,5,Growth,0.05
Duke Nukem Trilogy: Critical Mass,DS,2011,Shooter,Deep Silver,0.04,0.0,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Duke Nukem Trilogy,0,7,Mature,0.04
Beastly Frantic Foto,DS,2011,Puzzle,Storm City Games,0.04,0.0,0.0,0.0,0.04,,,,,7Raven Studios,E,,0,0,2004,0.0,Beastly Frantic Foto,0,7,Mature,0.04
Chaos;Head - Love Chu*Chu!,PSP,2011,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,7.0,Chaos;Head,0,7,Mature,0.04
Yourself Fitness,PS2,2005,Sports,responDESIGN,0.02,0.02,0.0,0.01,0.04,,,,,Unknown,Unknown,,0,0,2000,6.0,Yourself Fitness,0,5,Growth,0.05
Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0.0,0.04,0.0,0.01,0.04,64.0,4.0,6.8,12.0,Wicked Witch Software,E,68.0,1,1,2013,8.0,Rugby Challenge,1,3,Growth,0.05
Dungeon Raiders,DS,2009,Role-Playing,Focus Home Interactive,0.04,0.0,0.0,0.0,0.04,,,,,Cyanide,E10+,,0,0,2004,0.0,Dungeon Raiders,0,5,Growth,0.04
Romance of the Three Kingdoms 13,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2006,7.0,Romance of the Three Kingdoms,0,9,Late,0.04
Blood Bowl,PC,2009,Sports,Focus Home Interactive,0.02,0.02,0.0,0.0,0.04,72.0,34.0,6.5,57.0,Cyanide,T,65.0,1,1,1981,0.0,Blood Bowl,0,28,Late,0.04
Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04,75.0,20.0,7.7,40.0,Ascaron Entertainment GmbH,T,77.0,1,1,1981,0.0,Port Royale,1,23,Late,0.04
Star Trek: Shattered Universe,XB,2004,Simulation,Global Star,0.03,0.01,0.0,0.0,0.04,41.0,21.0,4.0,10.0,Starsphere Interactive,E,40.0,1,1,2001,6.0,Star Trek,0,3,Growth,0.04
Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0.0,0.03,0.0,0.01,0.04,70.0,42.0,7.2,204.0,Relic,M,72.0,1,1,1981,0.0,Company of Heroes,0,28,Late,0.04
12Riven: The Psi-Climinal of Integral,PS2,2008,Adventure,CyberFront,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2000,6.0,12Riven,0,8,Mature,0.04
Battle Spirits: Digital Starter,DS,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Battle Spirits,0,6,Mature,0.04
Farm Frenzy 3,PC,2009,Strategy,Alawar Entertainment,0.0,0.03,0.0,0.01,0.04,,,,,"Alawar Entertainment, Inc, Alawar Entertainment",E,,0,0,1981,0.0,Farm Frenzy,1,28,Late,0.04
Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,0.03,0.0,0.0,0.0,0.04,75.0,15.0,8.4,19.0,Arc System Works,T,84.0,1,1,2006,7.0,Guilty Gear XX Accent Core,0,1,Launch,0.03
Lionel Trains: On Track,DS,2006,Action,DSI Games,0.04,0.0,0.0,0.0,0.04,47.0,4.0,,,Black Lantern Studios,E,,1,0,2004,0.0,Lionel Trains,0,2,Launch,0.04
WarJetz,PS2,2001,Shooter,3DO,0.02,0.02,0.0,0.01,0.04,59.0,9.0,5.5,4.0,3DO,T,55.0,1,1,2000,6.0,WarJetz,0,1,Launch,0.05
Breeding Stud 2,PS,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,1994,5.0,Breeding Stud,1,4,Growth,0.04
Banushi Life Game: Winner's Circle,DS,2007,Sports,Genki,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Banushi Life Game,0,3,Growth,0.04
Stellaris,PC,2016,Strategy,Paradox Interactive,0.0,0.04,0.0,0.0,0.04,78.0,57.0,8.0,569.0,Paradox Development Studio,Unknown,80.0,1,1,1981,0.0,Stellaris,0,35,Late,0.04
Gakuen Hetalia Portable,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,7.0,Gakuen Hetalia Portable,0,7,Mature,0.04
Catwoman,GBA,2004,Action,Electronic Arts,0.03,0.01,0.0,0.0,0.04,61.0,7.0,,,Magic Pockets,T,,1,0,2001,6.0,Catwoman,0,3,Growth,0.04
Devil May Cry 4,PC,2008,Action,Capcom,0.01,0.02,0.0,0.01,0.04,78.0,21.0,8.5,353.0,Capcom,M,85.0,1,1,1981,0.0,Devil May Cry,1,27,Late,0.04
Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,2009,Puzzle,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Chibi Maruko-Chan DS,0,5,Growth,0.04
Capcom Fighting Evolution,XB,2005,Fighting,Capcom,0.03,0.01,0.0,0.0,0.04,61.0,20.0,,,Capcom,T,,1,0,2001,6.0,Capcom Fighting Evolution,0,4,Growth,0.04
Gray Matter,X360,2011,Adventure,DTP Entertainment,0.0,0.04,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2005,7.0,Gray Matter,0,6,Mature,0.04
Call of Duty: Modern Warfare Trilogy,X360,2016,Shooter,Activision,0.02,0.02,0.0,0.0,0.04,,,,,Infinity Ward,M,,0,0,2005,7.0,Call of Duty,0,11,Late,0.04
Riding Stables: The Whitakers present Milton and Friends,3DS,2011,Sports,DTP Entertainment,0.0,0.04,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2011,8.0,Riding Stables,0,0,Launch,0.04
World Poker Tour,PSP,2006,Misc,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,68.0,14.0,,,Coresoft,T,,1,0,2004,7.0,World Poker Tour,0,2,Launch,0.04
Barnyard,Wii,2006,Action,THQ,0.04,0.0,0.0,0.0,0.04,65.0,15.0,5.7,7.0,Blue Tongue Entertainment,E10+,57.0,1,1,2006,7.0,Barnyard,0,0,Launch,0.04
Paws & Claws: Regal Resort,DS,2010,Simulation,THQ,0.04,0.0,0.0,0.0,0.04,,,,,Unknown,Unknown,,0,0,2004,0.0,Paws & Claws,0,6,Mature,0.04
Mazes of Fate DS,DS,2008,Role-Playing,Graffiti,0.04,0.0,0.0,0.0,0.04,,,,,Sabarasa Entertainment,T,,0,0,2004,0.0,Mazes of Fate DS,0,4,Growth,0.04
